Tweets,Reformed_Tweets,sentiment_scores,compound_score,sentiment
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,going sleep cant 1am againan int finish statistic homework,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
North carolina baby!! Aint nothin stopping them but the nba draft ,north carolina baby aint nothin stopping nba raft,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.1139}",0.1139,Positive
Can't sleep again ,cant sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",reaaly miss john mayer twitter fuck rue people remove ont like tweet bitchfucks,"{'neg': 0.29, 'neu': 0.568, 'pos': 0.142, 'compound': -0.3818}",-0.3818,Negative
is going to have a late one at MQU today ,going late one mqu toay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
im so tired of work...i need a life.... ,im tire worki nee life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"just leavin work, my feet hurt ",leavin work foot hurt,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.,sa unexpecte totally crie haha,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.507}",0.507,Positive
Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,superneej morning bah car wont start waiting anwb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Still doing my homework!!! ,still oing homework,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
A little sad ,little sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,mom amp get aroun 6too early,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
should've been asleep two hours ago ,shoulve asleep two hour ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@stephenkruiser So sorry to hear about your dog. ,sorry hear og,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty ",funny little thing make homesick criminal breakn n2 brownstone lawnor ci mae misty,"{'neg': 0.273, 'neu': 0.564, 'pos': 0.164, 'compound': -0.235}",-0.235,Negative
"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",yeah great vi ha 12quot single sol year ago,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.8271}",0.8271,Positive
im on val's mac in iitsc clubroom. still sweating ,im val mac iitsc clubroom still sweating,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@stephenkruiser awww so sad!!!  I'm so sorry!!,awww sa im sorry,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,upatingffe give nothing goo twenty minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Hot compress not rily workng for pulled muscle  gng to bed, good night",hot compress rily workng pulle muscle gng goo night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! ,invite quothealthy iningquot session ashok hotel toay exec chef rchopra amn workloa skip,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.1531}",0.1531,Positive
@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,im sorry hear og wishing happier ays come,"{'neg': 0.112, 'neu': 0.431, 'pos': 0.457, 'compound': 0.6124}",0.6124,Positive
@hellivina I miss 'em too. ,miss em,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative
"@misstoriblack cool , i have no tweet apps  for my razr 2",cool tweet apps razr 2,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive
I'm off too bed. I gotta wake up hella early tomorrow morning. ,im gotta wake hella early tomorrow morning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
still procrastinating... i hate organizing my clothes  there's just so much....,still procrastinating hate organizing clothes much,"{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",playing new mobbler v040 great new feature wont play music e71 like v035,"{'neg': 0.105, 'neu': 0.463, 'pos': 0.432, 'compound': 0.7479}",0.7479,Positive
@latroneb oh but there's one bestie missing ,oh one bestie missing,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",time come back flawa ouble ate seriously im sorry hear,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
I'm up way to late to be working for a client 12:10 AM  #fb,im way late working client 1210 fb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
blegghhhh i have to go to work ,blegghhhh go work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Back at work  @ John Muir Dr http://loopt.us/KoqAbg,back work john muir r,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@DAChesterFrench I emailed you yesterday and u never responded ,emaile yesteray u never respone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
It's going to be a long year for A's fans. ,going long year fan,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive
Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,got one watching new house episoeefinitely one saest episoes ever,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  ,man tax suck im horrifie something wrong turbotax ecie keep aroun lot stuff turne,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7184}",-0.7184,Negative
Sleep time.  Tomorrow is gonna suck ,sleep time tomorrow gonna suck,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,wtf kutner oh im pisse house mean really wtf,"{'neg': 0.521, 'neu': 0.479, 'pos': 0.0, 'compound': -0.8225}",-0.8225,Negative
@AmberPacific i know i dont know why i said that ,know ont know sai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
CASH RULES EVERYTHING AROUND ME ,cash rule everything aroun,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,picke oat market eat breakfast boy time work usc late night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
i feel sick  too much icecream,feel sick much icecream,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
@faithgg45  this computer doesn't have shockwave...blah  no account yet,computer oes shockwaveblah account yet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@RubyRose1 awww wish i could go! but its in sydney ,awww wish coul go syney,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,Positive
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,hahaha suriously feel like everyone know show joke except lc,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8074}",0.8074,Positive
"I just can't spell today, i totally suck ",cant spell toay totally suck,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4927}",-0.4927,Negative
are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,vaccinate chickenpoxshoul vaccinate 3 yr oli confuse amn thing,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
@ school  at least last day!!!!!!,school least last ay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,yawwwn gotta get early tomorrow reay weeken,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,miss home calving seasonsa black one ie morning wish ha bottle calf,"{'neg': 0.102, 'neu': 0.573, 'pos': 0.325, 'compound': 0.5423}",0.5423,Positive
@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,sorry loss brother og sam sick wcushings isease,"{'neg': 0.58, 'neu': 0.42, 'pos': 0.0, 'compound': -0.7096}",-0.7096,Negative
Back to work. I get to spend the next 8 hours alone in the dispatch room ,back work get spen next 8 hour alone ispatch room,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",new kin starburst faveres souns fab bc cherry strawberry fav ae watermellon yucky,"{'neg': 0.149, 'neu': 0.532, 'pos': 0.319, 'compound': 0.4939}",0.4939,Positive
"Well, so much for being productive on my 2 days off from Angels ",well much prouctive 2 ays angel,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,Positive
@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,oh gee insomnia suck trie melatonin,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,goo hear support netbeans netbeans know,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,Positive
@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it ,wish woul get time rest worl unfornately cairo wait mtva play,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.6249}",0.6249,Positive
heartbroken over little sandra. prayers are with the family. ,heartbroken little sanra prayer family,"{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative
"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",im 900 wors ill finish tomorrow maybe,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
@shortiethug how come ur background covers the screen but mine is in the corner? ,come ur backgroun cover screen mine corner,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Wrote exactly three lines of dialogue tonight, then gave up. ",wrote exactly three line ialogue tonight gave,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,complaint facebook theyve change much confusing,"{'neg': 0.506, 'neu': 0.494, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Sliced my finger ,slice finger,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
going thru town and traffic on bypass is stink ,going thru town traffic bypass stink,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,ugh cant sleep wish ha goo cule make as,"{'neg': 0.542, 'neu': 0.458, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,hate software upate ownloas upates without telling never know ownloaing,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,went ihop great iet least kung foo pancake time rachel,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,Positive
The internet is hating me. Night i s'pose. ,internet hating night spose,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
@contactabe I'm so jealous.  I missed all of opening day this year ,im jealous misse opening ay year,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative
It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,cruel wait review come far look like star trek best film year,"{'neg': 0.195, 'neu': 0.462, 'pos': 0.344, 'compound': 0.4404}",0.4404,Positive
"Debating if I should just shower now, so I can sleep a little later tomorrow ",ebating shoul shower sleep little later tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
My stress always culminates with physical pain.  ,stress always culminates physical pain,"{'neg': 0.67, 'neu': 0.33, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative
need to sleep. but cant ,nee sleep cant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
my little pinky finger hurts so much.. ,little pinky finger hurt much,"{'neg': 0.439, 'neu': 0.561, 'pos': 0.0, 'compound': -0.483}",-0.483,Negative
@sarahsaturday I'm sorry your gift card ran out.... That suck. ,im sorry gift car ran suck,"{'neg': 0.416, 'neu': 0.297, 'pos': 0.287, 'compound': -0.0772}",-0.0772,Negative
home for spring break. no one is home tho ,home spring break one home tho,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages ,accesse oneiniamobi google phone anroi oes support inic language,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,Positive
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,oes school take life much ont get sleep anymore still oing school work well,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.2732,Positive
@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,aw wish coul cant really speak yia yia oes speak english,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",0.4019,Positive
@winggato no free comp lol ,free comp lol,"{'neg': 0.0, 'neu': 0.141, 'pos': 0.859, 'compound': 0.7269}",0.7269,Positive
getting ready to clean the house from top to bottom ,getting reay clean house top bottom,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.5423}",0.5423,Positive
crying  my friend is moving away tomorrow ,cry frien moving away tomorrow,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,stop nomnoms int share night people,"{'neg': 0.262, 'neu': 0.476, 'pos': 0.262, 'compound': 0.0}",0.0,Neutral
"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",think getting col caught ay oh trip woul ruine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,yeah bcoz kal penn visiting lecturer somewhere n cant show anymore im gonna miss,"{'neg': 0.108, 'neu': 0.743, 'pos': 0.149, 'compound': 0.1531}",0.1531,Positive
So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,procrastination start early quarter ont want reaaaaa write paper,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0772,Positive
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,apparently 52 egress 11pm washington state miss winter alreay,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative
being bored at homee ,bore homee,"{'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,massage great spille coke esk lame watching simpson ive finishe hill v,"{'neg': 0.176, 'neu': 0.566, 'pos': 0.258, 'compound': 0.3182}",0.3182,Positive
@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,wait fanclub chat even tough youre favorite,"{'neg': 0.158, 'neu': 0.526, 'pos': 0.316, 'compound': 0.3612}",0.3612,Positive
has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,mil left inner ear infection got irritating quotblockequot feeling since sunay,"{'neg': 0.222, 'neu': 0.667, 'pos': 0.111, 'compound': -0.3612}",-0.3612,Negative
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,hey nope cuteness away awhile,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}",-0.4023,Negative
It's only tuesday ,tuesay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
